customer_id,gender,age,has_partner,has_dependents,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,has_paperless_billing,has_online_security,has_tech_support,has_streaming_tv,num_support_tickets,avg_call_duration,churn
30230,Female,45,Yes,Yes,22,Month-to-month,Electronic check,Fiber optic,73.15,1839.09,Yes,No,No,No,2,9.5,1
30231,Female,61,No,No,27,Month-to-month,Credit card,DSL,61.82,1962.05,Yes,No,No,No,1,27.7,0
30232,Male,61,No,No,67,Month-to-month,Electronic check,Fiber optic,49.5,3306.37,Yes,No,Yes,Yes,4,6.0,0
30233,Male,37,No,No,56,Month-to-month,Electronic check,Fiber optic,67.19,4064.95,Yes,No,No,No,0,2.9,0
30234,Male,47,No,Yes,21,Month-to-month,Electronic check,DSL,30.09,721.76,Yes,No,No,No,7,13.9,1
30235,Male,79,Yes,Yes,47,Month-to-month,Bank transfer,DSL,116.07,5276.99,No,Yes,No,Yes,2,25.7,0
30236,Male,28,No,No,59,Two year,Credit card,Fiber optic,90.87,4952.61,No,No,No,No,4,3.2,0
30237,Male,75,No,Yes,6,Month-to-month,Electronic check,Fiber optic,115.15,811.59,No,No,No,No,3,11.3,1
30238,Female,72,No,No,19,Month-to-month,Electronic check,DSL,41.13,786.37,No,Yes,No,No,3,27.1,0
30239,Male,45,Yes,No,57,Two year,Electronic check,No,107.69,6131.59,No,No,No,No,6,4.4,0
30240,Male,42,No,No,69,One year,Bank transfer,DSL,100.5,6042.49,No,Yes,No,Yes,1,10.0,0
30241,Male,56,No,Yes,3,One year,Electronic check,Fiber optic,87.07,220.27,Yes,No,No,Yes,0,23.6,1
30242,Male,79,No,No,1,Month-to-month,Credit card,DSL,81.75,92.94,No,No,No,Yes,3,16.8,0
30243,Male,50,No,No,58,Month-to-month,Electronic check,DSL,50.29,3049.98,Yes,No,No,Yes,1,25.1,0
30244,Female,18,Yes,No,38,Month-to-month,Electronic check,No,101.27,3580.15,Yes,No,No,Yes,0,4.2,1
30245,Female,74,Yes,Yes,15,Month-to-month,Electronic check,No,69.15,909.35,No,No,Yes,No,0,27.7,1
30246,Male,44,No,Yes,34,Two year,Credit card,Fiber optic,25.23,876.86,No,No,Yes,No,1,28.1,0
30247,Female,79,Yes,No,61,One year,Bank transfer,No,49.91,3146.71,Yes,No,No,Yes,3,5.5,0
30248,Male,74,No,No,35,Month-to-month,Credit card,No,113.4,3503.82,Yes,No,No,Yes,5,2.0,0
30249,Female,69,Yes,No,64,One year,Electronic check,Fiber optic,104.77,7647.79,Yes,Yes,No,No,1,29.7,0
30250,Female,30,Yes,Yes,25,Month-to-month,Electronic check,No,118.15,2462.56,Yes,No,No,Yes,4,15.0,1
30251,Male,58,Yes,No,24,Month-to-month,Bank transfer,Fiber optic,82.06,1856.07,Yes,Yes,No,No,3,17.6,1
30252,Male,20,No,No,12,Two year,Mailed check,Fiber optic,43.25,556.45,No,No,Yes,Yes,2,18.9,1
30253,Male,56,Yes,Yes,18,Month-to-month,Bank transfer,Fiber optic,34.61,566.69,Yes,Yes,No,Yes,2,23.9,0
30254,Female,23,No,No,15,Two year,Electronic check,DSL,37.07,628.93,Yes,Yes,No,No,1,24.5,0
30255,Female,25,No,No,27,Month-to-month,Electronic check,No,20.02,592.4,No,Yes,Yes,No,3,6.6,0
30256,Male,44,No,No,72,One year,Electronic check,DSL,57.85,4646.74,Yes,Yes,No,Yes,3,7.9,1
30257,Male,26,Yes,No,60,Month-to-month,Bank transfer,No,37.53,1908.72,No,No,Yes,No,6,26.4,0
30258,Female,79,No,No,46,Month-to-month,Mailed check,DSL,59.99,2362.77,Yes,No,Yes,Yes,2,24.8,0
30259,Male,54,No,No,17,One year,Credit card,DSL,113.37,1762.68,No,No,Yes,Yes,2,18.9,0
30260,Female,50,Yes,No,53,Two year,Electronic check,DSL,61.92,3305.49,Yes,Yes,No,No,2,29.8,0
30261,Female,68,No,No,8,One year,Credit card,No,107.55,945.76,Yes,Yes,No,No,2,22.3,0
30262,Male,59,Yes,No,27,One year,Mailed check,DSL,79.76,2443.41,Yes,No,No,Yes,3,7.3,0
30263,Female,61,Yes,No,46,Two year,Electronic check,Fiber optic,43.21,2150.12,No,Yes,No,No,3,25.6,0
30264,Female,41,Yes,Yes,50,Month-to-month,Credit card,Fiber optic,54.3,3180.46,Yes,No,Yes,Yes,2,13.0,0
30265,Female,32,No,No,71,Month-to-month,Mailed check,DSL,26.56,2065.85,Yes,No,Yes,No,3,2.0,0
30266,Female,76,No,No,3,Month-to-month,Bank transfer,No,52.01,143.94,No,No,Yes,No,2,10.3,1
30267,Male,71,Yes,Yes,64,One year,Bank transfer,DSL,87.11,5051.17,Yes,Yes,No,Yes,1,23.1,0
30268,Female,49,No,No,44,Two year,Mailed check,Fiber optic,25.36,1203.41,No,Yes,No,Yes,1,28.8,1
30269,Male,49,No,Yes,53,One year,Bank transfer,Fiber optic,38.95,1810.74,No,No,No,No,2,9.0,0
30270,Female,41,No,Yes,24,Two year,Credit card,DSL,56.91,1143.33,No,No,Yes,No,1,8.1,0
30271,Male,58,No,Yes,60,One year,Mailed check,DSL,118.17,7181.59,No,No,Yes,No,3,17.3,0
30272,Female,69,Yes,No,3,Month-to-month,Bank transfer,Fiber optic,98.06,332.03,Yes,No,No,No,3,24.5,1
30273,Female,66,No,No,20,Month-to-month,Bank transfer,No,92.82,1560.4,No,No,No,Yes,1,22.6,0
30274,Male,79,No,No,46,Two year,Electronic check,DSL,29.85,1533.42,No,No,No,No,4,17.2,1
30275,Female,66,No,No,15,Month-to-month,Electronic check,DSL,97.66,1647.47,Yes,Yes,Yes,No,4,19.3,1
30276,Male,75,Yes,No,25,Month-to-month,Electronic check,No,98.1,2435.11,Yes,No,No,No,2,8.0,1
30277,Female,69,Yes,No,71,Month-to-month,Bank transfer,DSL,79.31,4633.89,Yes,Yes,No,No,2,13.5,0
30278,Male,29,No,Yes,17,Month-to-month,Credit card,Fiber optic,119.02,1759.97,Yes,No,No,Yes,5,8.4,1
30279,Male,79,Yes,No,9,One year,Bank transfer,Fiber optic,51.18,498.84,No,No,Yes,Yes,2,26.6,1
30280,Female,56,Yes,No,38,Month-to-month,Electronic check,DSL,114.01,4699.38,No,No,Yes,No,5,4.3,0
30281,Female,19,No,Yes,48,Two year,Mailed check,Fiber optic,111.3,6193.67,No,Yes,No,No,3,20.7,1
30282,Female,20,Yes,Yes,60,Month-to-month,Credit card,No,19.17,1188.24,Yes,No,Yes,No,3,8.5,0
30283,Female,66,No,No,63,One year,Electronic check,Fiber optic,63.91,3420.94,Yes,No,No,Yes,1,14.8,0
30284,Female,54,Yes,No,2,One year,Credit card,Fiber optic,117.66,199.68,No,No,Yes,Yes,3,9.7,1
30285,Female,66,No,Yes,72,One year,Bank transfer,Fiber optic,28.52,2235.07,Yes,No,Yes,Yes,0,10.4,0
30286,Female,73,No,Yes,11,Two year,Electronic check,Fiber optic,73.87,709.79,No,Yes,No,Yes,3,8.6,1
30287,Female,34,No,Yes,64,Month-to-month,Electronic check,DSL,117.85,7024.65,No,No,Yes,No,1,22.8,0
30288,Female,76,Yes,No,72,Month-to-month,Mailed check,Fiber optic,74.66,5348.02,No,No,Yes,Yes,0,11.6,0
30289,Male,66,No,No,21,Month-to-month,Bank transfer,Fiber optic,37.36,635.42,Yes,Yes,Yes,No,1,22.1,0
30290,Male,19,Yes,Yes,18,Two year,Credit card,DSL,77.38,1252.9,Yes,Yes,No,No,5,14.2,0
30291,Male,19,Yes,Yes,64,Two year,Bank transfer,No,38.85,2394.79,Yes,No,No,No,0,16.9,0
30292,Female,45,No,No,38,Month-to-month,Mailed check,Fiber optic,71.01,2460.53,Yes,No,No,No,3,16.8,1
30293,Male,71,No,Yes,32,One year,Electronic check,No,25.55,698.68,No,Yes,No,No,1,29.3,0
30294,Female,40,No,No,11,Month-to-month,Bank transfer,DSL,79.76,957.38,Yes,No,No,No,2,11.6,1
30295,Female,54,Yes,Yes,45,Month-to-month,Electronic check,No,70.71,3580.52,Yes,No,No,Yes,3,7.0,0
30296,Female,49,No,Yes,33,One year,Bank transfer,Fiber optic,93.5,2786.18,No,No,No,No,4,27.4,1
30297,Female,50,No,No,41,Month-to-month,Electronic check,No,82.33,3746.05,Yes,No,No,No,0,6.1,0
30298,Male,18,Yes,No,8,Month-to-month,Electronic check,No,74.06,565.36,No,No,No,Yes,1,25.2,1
30299,Male,36,No,No,11,One year,Electronic check,No,88.36,974.56,Yes,Yes,No,No,4,5.4,1
30300,Male,79,No,No,51,One year,Electronic check,No,32.68,1904.02,No,No,No,No,1,20.1,0
30301,Female,19,Yes,No,41,Month-to-month,Bank transfer,DSL,78.73,3550.66,No,No,Yes,No,4,5.4,1
30302,Female,70,No,No,17,One year,Electronic check,Fiber optic,35.56,678.3,No,No,No,Yes,5,27.8,1
30303,Male,61,Yes,No,46,Month-to-month,Credit card,DSL,112.4,4419.34,Yes,Yes,No,No,1,17.4,1
30304,Female,43,Yes,No,32,Month-to-month,Bank transfer,Fiber optic,24.97,661.52,Yes,No,No,Yes,2,10.5,1
30305,Male,49,Yes,Yes,54,One year,Mailed check,No,61.9,3868.6,No,No,No,Yes,3,5.1,0
30306,Male,23,No,Yes,20,Month-to-month,Mailed check,DSL,88.97,1699.56,No,Yes,No,No,1,11.8,1
30307,Male,49,Yes,Yes,33,Month-to-month,Bank transfer,Fiber optic,64.72,1954.54,No,Yes,Yes,No,3,21.4,0
30308,Female,72,Yes,No,40,Month-to-month,Electronic check,Fiber optic,27.39,1194.07,Yes,Yes,No,No,2,12.2,1
30309,Male,21,No,No,32,Two year,Credit card,DSL,74.44,2702.63,Yes,No,No,No,3,8.1,1
30310,Female,72,Yes,Yes,2,Month-to-month,Bank transfer,DSL,83.45,191.1,No,No,No,No,1,17.7,1
30311,Male,28,No,No,33,Month-to-month,Electronic check,DSL,89.79,2744.98,Yes,Yes,No,No,0,13.1,1
30312,Female,73,Yes,Yes,30,Month-to-month,Bank transfer,DSL,56.07,1919.08,Yes,Yes,Yes,Yes,3,5.8,1
30313,Female,76,Yes,No,33,Month-to-month,Mailed check,Fiber optic,75.49,2033.73,Yes,No,Yes,Yes,0,5.5,1
30314,Male,34,Yes,No,26,One year,Electronic check,Fiber optic,63.97,1363.62,No,Yes,Yes,No,1,21.5,1
30315,Female,80,Yes,No,22,Month-to-month,Credit card,DSL,86.55,1998.18,Yes,No,Yes,Yes,0,29.3,1
30316,Female,55,No,Yes,66,Two year,Electronic check,No,77.52,4222.2,Yes,No,No,Yes,2,7.8,0
30317,Female,41,Yes,No,38,One year,Bank transfer,Fiber optic,71.63,2530.98,Yes,No,Yes,No,1,23.4,1
30318,Male,22,No,No,46,One year,Credit card,Fiber optic,43.45,2136.81,Yes,No,Yes,No,1,3.5,1
30319,Female,69,Yes,No,15,Month-to-month,Electronic check,DSL,18.21,255.37,No,Yes,No,No,1,12.1,0
30320,Male,51,No,Yes,44,Month-to-month,Electronic check,Fiber optic,35.76,1371.79,Yes,Yes,No,No,0,15.7,0
30321,Male,23,No,Yes,49,Month-to-month,Electronic check,Fiber optic,29.94,1338.75,Yes,No,Yes,Yes,1,8.8,0
30322,Female,39,Yes,No,61,Month-to-month,Electronic check,Fiber optic,63.81,3826.36,Yes,No,No,Yes,0,16.4,0
30323,Male,28,No,No,67,Month-to-month,Electronic check,Fiber optic,80.45,5337.08,Yes,No,Yes,Yes,2,26.6,0
30324,Male,80,No,No,6,One year,Credit card,DSL,39.73,265.36,Yes,Yes,No,Yes,3,28.4,0
30325,Male,65,No,No,9,Month-to-month,Credit card,No,113.78,1126.48,No,No,No,No,2,3.9,1
30326,Male,33,Yes,No,6,Month-to-month,Bank transfer,Fiber optic,18.68,110.14,No,No,No,Yes,3,8.9,1
30327,Male,50,Yes,No,32,Month-to-month,Mailed check,Fiber optic,96.77,3524.8,Yes,No,Yes,No,2,29.4,1
30328,Female,26,Yes,Yes,41,Month-to-month,Credit card,No,81.77,2835.25,Yes,No,Yes,No,1,8.8,1
30329,Female,77,No,Yes,8,Two year,Mailed check,Fiber optic,56.1,404.88,Yes,Yes,No,Yes,3,21.1,1
30330,Male,76,No,No,72,Month-to-month,Electronic check,Fiber optic,23.15,1885.47,No,No,Yes,Yes,0,8.4,0
30331,Male,23,No,Yes,50,Two year,Mailed check,Fiber optic,82.0,3899.91,Yes,No,No,Yes,0,11.3,0
30332,Female,33,Yes,No,62,One year,Electronic check,DSL,57.33,4238.6,Yes,No,Yes,No,1,6.5,0
30333,Female,46,Yes,No,62,Two year,Credit card,No,113.5,6942.01,No,No,No,Yes,4,25.8,0
30334,Female,20,Yes,No,7,Month-to-month,Bank transfer,Fiber optic,73.28,572.86,Yes,No,No,No,4,26.6,1
30335,Male,37,Yes,No,4,Two year,Bank transfer,Fiber optic,113.84,437.57,Yes,No,No,Yes,0,9.6,1
30336,Male,77,Yes,No,6,Month-to-month,Bank transfer,No,40.49,235.65,Yes,No,No,No,7,24.9,1
30337,Female,76,Yes,Yes,58,One year,Bank transfer,Fiber optic,92.02,5087.13,Yes,Yes,Yes,No,3,11.4,0
30338,Male,53,No,No,22,Month-to-month,Electronic check,Fiber optic,80.96,1937.2,No,No,No,No,3,3.9,1
30339,Female,36,Yes,No,26,Month-to-month,Mailed check,No,93.42,2475.09,No,No,No,No,4,23.0,1
30340,Female,43,Yes,No,3,One year,Credit card,DSL,39.9,140.95,Yes,Yes,No,No,2,18.3,0
30341,Male,20,No,Yes,41,One year,Electronic check,DSL,85.83,3168.38,Yes,No,No,No,3,9.0,0
30342,Female,80,No,No,60,Month-to-month,Credit card,DSL,68.8,3468.45,Yes,Yes,No,No,1,8.3,0
30343,Female,36,Yes,No,14,Month-to-month,Mailed check,No,93.77,1256.73,Yes,Yes,No,No,3,29.3,0
30344,Female,37,No,No,12,One year,Electronic check,DSL,51.36,645.09,Yes,No,No,No,1,26.0,1
30345,Female,49,Yes,Yes,12,Month-to-month,Mailed check,DSL,108.79,1493.89,No,No,No,Yes,1,24.5,1
30346,Female,24,Yes,No,13,Month-to-month,Credit card,DSL,26.6,324.53,Yes,No,No,Yes,2,4.7,0
30347,Male,69,No,No,25,Two year,Mailed check,DSL,100.33,2662.54,Yes,Yes,No,Yes,2,22.9,0
30348,Female,58,No,No,45,Two year,Bank transfer,Fiber optic,105.85,4477.83,Yes,Yes,No,No,2,7.2,0
30349,Male,50,No,No,19,Two year,Mailed check,No,101.36,2016.14,Yes,No,No,Yes,2,29.3,1
30350,Male,57,No,No,55,Two year,Bank transfer,DSL,70.3,4461.64,Yes,No,No,No,3,2.5,1
30351,Female,56,Yes,No,45,Month-to-month,Electronic check,Fiber optic,62.72,2519.11,Yes,Yes,Yes,Yes,3,11.2,0
30352,Female,35,No,No,8,Two year,Electronic check,Fiber optic,119.62,920.31,No,No,Yes,Yes,4,13.4,1
30353,Female,57,Yes,No,53,Month-to-month,Electronic check,Fiber optic,41.38,2625.86,Yes,No,Yes,Yes,3,24.9,1
30354,Male,18,Yes,No,55,Month-to-month,Electronic check,No,73.78,4656.13,No,No,No,Yes,2,23.2,0
30355,Male,28,Yes,No,32,Two year,Electronic check,Fiber optic,86.41,2836.61,Yes,No,No,No,1,11.9,1
30356,Male,45,Yes,No,51,Month-to-month,Bank transfer,DSL,89.49,4594.35,Yes,Yes,No,No,2,17.4,1
30357,Female,74,No,No,44,Month-to-month,Mailed check,No,38.81,1560.51,No,No,No,Yes,4,25.2,0
30358,Female,42,No,Yes,70,Month-to-month,Electronic check,Fiber optic,84.71,5970.52,No,No,No,No,1,1.5,0
30359,Female,67,No,Yes,18,Month-to-month,Electronic check,DSL,101.47,2080.84,No,Yes,Yes,Yes,2,24.3,1
30360,Female,40,No,No,22,One year,Electronic check,DSL,23.1,545.84,Yes,No,No,No,1,28.5,0
30361,Female,48,No,Yes,37,Month-to-month,Mailed check,No,110.98,3761.41,No,Yes,Yes,No,1,1.9,0
30362,Male,47,No,No,56,Month-to-month,Electronic check,Fiber optic,21.01,1036.06,No,No,No,Yes,2,2.3,1
30363,Male,59,No,No,59,Month-to-month,Mailed check,Fiber optic,54.31,2903.35,Yes,Yes,No,Yes,1,11.0,0
30364,Male,52,Yes,No,3,Month-to-month,Mailed check,No,19.61,51.06,No,No,No,Yes,4,3.5,1
30365,Female,24,Yes,Yes,28,Month-to-month,Bank transfer,Fiber optic,25.87,607.2,Yes,No,No,No,1,14.9,1
30366,Female,77,No,Yes,35,Two year,Bank transfer,DSL,110.94,3757.31,Yes,Yes,Yes,Yes,2,22.1,0
30367,Male,33,No,No,61,Month-to-month,Electronic check,Fiber optic,54.2,2794.8,No,No,No,Yes,1,17.4,1
30368,Female,43,No,No,54,Two year,Electronic check,Fiber optic,61.33,2877.19,No,No,Yes,Yes,4,6.7,0
30369,Male,65,Yes,No,63,Month-to-month,Electronic check,Fiber optic,39.97,2565.78,Yes,No,No,Yes,3,20.0,1
30370,Female,74,No,No,7,Month-to-month,Electronic check,DSL,78.9,478.2,No,No,No,Yes,1,20.9,1
30371,Female,69,No,Yes,49,Month-to-month,Electronic check,DSL,78.67,3182.36,No,Yes,No,Yes,2,28.0,0
30372,Female,77,No,Yes,31,Month-to-month,Bank transfer,Fiber optic,55.96,1608.05,No,Yes,No,No,0,5.3,0
30373,Female,66,Yes,No,58,Month-to-month,Electronic check,No,51.97,2677.05,Yes,Yes,No,Yes,3,21.1,0
30374,Male,19,Yes,No,61,Month-to-month,Credit card,Fiber optic,108.27,6644.9,Yes,No,No,No,3,27.4,0
30375,Female,18,Yes,No,24,Month-to-month,Electronic check,No,57.09,1152.23,Yes,Yes,Yes,No,2,15.5,0
30376,Male,65,No,Yes,20,Month-to-month,Bank transfer,Fiber optic,68.34,1504.45,Yes,No,No,No,4,11.5,1
30377,Male,79,Yes,Yes,37,One year,Bank transfer,No,46.9,2017.27,No,Yes,No,No,2,6.0,0
30378,Male,29,Yes,No,4,Two year,Electronic check,DSL,98.25,431.27,Yes,No,No,No,3,26.1,1
30379,Male,22,Yes,No,20,Month-to-month,Electronic check,Fiber optic,58.54,1186.17,No,Yes,No,No,1,12.4,1
30380,Male,54,Yes,Yes,60,One year,Bank transfer,Fiber optic,70.39,4832.7,No,Yes,No,Yes,1,27.8,1
30381,Female,49,Yes,No,24,One year,Credit card,DSL,43.84,1134.19,Yes,Yes,No,Yes,4,25.6,1
30382,Male,76,Yes,Yes,50,Month-to-month,Mailed check,Fiber optic,118.74,4774.66,Yes,No,No,Yes,3,11.9,0
30383,Male,72,No,No,49,Two year,Electronic check,No,47.73,2239.69,Yes,No,No,Yes,1,17.6,1
30384,Male,26,Yes,Yes,51,Two year,Mailed check,Fiber optic,96.62,5619.36,Yes,Yes,No,No,2,1.8,0
30385,Male,58,Yes,No,36,Month-to-month,Electronic check,No,61.6,2080.87,Yes,No,No,No,1,8.6,0
30386,Male,52,Yes,Yes,66,One year,Credit card,Fiber optic,39.03,2097.07,Yes,No,Yes,Yes,1,21.6,0
30387,Female,36,No,Yes,34,One year,Bank transfer,Fiber optic,99.57,3718.74,Yes,No,No,No,1,20.7,1
30388,Male,65,Yes,No,36,Month-to-month,Electronic check,Fiber optic,52.03,2099.38,Yes,No,Yes,No,0,11.2,1
30389,Female,33,Yes,No,6,Month-to-month,Electronic check,DSL,106.25,550.95,Yes,Yes,No,No,3,24.4,1
30390,Male,20,Yes,No,39,Two year,Electronic check,Fiber optic,111.36,4407.91,Yes,Yes,Yes,No,1,7.8,1
30391,Female,37,No,Yes,42,One year,Credit card,Fiber optic,105.7,3892.39,No,Yes,No,Yes,3,14.4,0
30392,Female,41,No,No,58,Month-to-month,Credit card,No,21.57,1360.77,Yes,No,Yes,No,2,14.7,0
30393,Female,71,Yes,No,12,Month-to-month,Electronic check,Fiber optic,98.31,1071.92,No,No,No,No,1,10.9,1
30394,Female,73,Yes,No,3,Two year,Mailed check,DSL,59.96,166.66,No,No,No,No,5,28.7,1
30395,Female,50,Yes,Yes,18,Month-to-month,Credit card,DSL,107.12,2194.22,No,Yes,Yes,Yes,0,21.2,1
30396,Female,41,No,Yes,40,One year,Electronic check,No,83.07,3291.33,No,Yes,No,No,6,16.6,1
30397,Female,69,No,No,21,Month-to-month,Electronic check,Fiber optic,103.03,2310.54,Yes,No,No,No,2,15.8,1
30398,Male,28,Yes,No,15,Month-to-month,Electronic check,No,68.94,993.72,Yes,No,No,No,2,5.6,0
30399,Female,66,No,No,26,Month-to-month,Electronic check,Fiber optic,72.57,1734.37,Yes,No,No,Yes,0,11.8,0
30400,Male,25,Yes,No,8,Month-to-month,Electronic check,Fiber optic,32.73,274.98,Yes,Yes,No,Yes,3,20.5,1
30401,Male,53,No,No,42,Month-to-month,Credit card,Fiber optic,97.97,3546.67,Yes,No,No,No,0,27.8,0
30402,Male,55,No,No,44,One year,Bank transfer,DSL,60.78,2538.46,Yes,Yes,No,Yes,1,24.7,0
30403,Female,57,No,No,14,One year,Electronic check,Fiber optic,69.01,853.7,Yes,No,No,Yes,0,9.7,1
30404,Male,37,Yes,No,2,Month-to-month,Mailed check,Fiber optic,98.08,211.52,No,Yes,No,Yes,2,13.6,1
30405,Female,79,No,Yes,37,One year,Bank transfer,Fiber optic,79.08,3445.85,No,No,Yes,Yes,0,3.4,0
30406,Female,52,Yes,Yes,69,Month-to-month,Mailed check,No,38.51,3183.86,Yes,No,Yes,Yes,2,4.0,1
30407,Female,65,Yes,Yes,38,Month-to-month,Electronic check,DSL,78.2,2912.5,Yes,No,No,Yes,2,14.6,1
30408,Male,79,Yes,No,41,Month-to-month,Electronic check,Fiber optic,59.58,2200.97,No,No,Yes,No,2,16.4,1
30409,Male,42,Yes,No,62,Month-to-month,Bank transfer,DSL,65.89,3991.76,No,No,No,No,2,8.7,0
30410,Female,52,Yes,No,60,Two year,Electronic check,DSL,20.89,1427.51,Yes,No,Yes,No,5,19.6,0
30411,Female,42,No,No,14,One year,Electronic check,Fiber optic,39.42,486.98,No,No,No,No,1,21.4,0
30412,Female,46,No,No,2,Month-to-month,Mailed check,DSL,46.67,110.22,Yes,Yes,No,No,3,9.7,0
30413,Female,35,Yes,Yes,70,One year,Electronic check,Fiber optic,90.72,5948.71,Yes,Yes,Yes,Yes,1,23.0,0
30414,Male,63,Yes,No,17,Month-to-month,Credit card,DSL,19.17,389.22,Yes,No,Yes,Yes,1,7.0,0
30415,Male,35,Yes,No,28,Month-to-month,Bank transfer,DSL,59.7,1898.01,No,No,Yes,Yes,1,16.8,0
30416,Male,19,Yes,Yes,66,Month-to-month,Electronic check,DSL,112.25,8322.92,Yes,Yes,No,No,1,24.3,0
30417,Male,71,Yes,Yes,35,One year,Electronic check,DSL,29.41,954.37,Yes,Yes,No,No,3,16.6,0
30418,Male,52,Yes,Yes,5,Month-to-month,Bank transfer,No,70.68,283.96,No,Yes,No,Yes,1,27.3,0
30419,Female,33,No,No,65,Two year,Mailed check,Fiber optic,98.23,6083.92,Yes,No,Yes,No,3,2.7,0
30420,Female,78,No,Yes,40,Month-to-month,Bank transfer,No,114.14,4203.66,No,Yes,No,No,1,18.1,0
30421,Male,58,No,No,56,Month-to-month,Mailed check,DSL,94.17,4297.7,Yes,Yes,Yes,Yes,3,17.3,0
30422,Female,53,No,No,36,Two year,Mailed check,Fiber optic,91.5,3301.07,Yes,Yes,No,No,0,20.2,1
30423,Male,50,Yes,No,45,Month-to-month,Credit card,Fiber optic,102.3,4424.94,No,Yes,Yes,Yes,2,25.2,1
30424,Female,21,Yes,No,23,Two year,Mailed check,DSL,63.51,1539.35,Yes,No,No,No,5,22.0,1
30425,Female,50,No,No,47,Two year,Mailed check,Fiber optic,100.2,4937.69,No,No,No,No,2,23.9,1
30426,Female,31,No,Yes,31,Two year,Bank transfer,Fiber optic,18.81,494.65,No,Yes,Yes,No,0,9.4,0
30427,Male,38,No,Yes,11,Month-to-month,Credit card,Fiber optic,112.31,1471.11,No,Yes,Yes,No,3,12.2,0
30428,Male,65,Yes,Yes,10,Month-to-month,Bank transfer,Fiber optic,63.22,553.03,Yes,No,No,No,3,19.2,1
30429,Male,37,No,No,67,One year,Bank transfer,Fiber optic,74.44,4878.3,Yes,No,No,Yes,2,17.1,1
30430,Female,73,Yes,No,14,One year,Mailed check,DSL,44.0,613.07,Yes,Yes,No,Yes,4,28.9,0
30431,Female,25,No,No,10,One year,Mailed check,Fiber optic,93.74,1054.79,Yes,Yes,Yes,No,1,6.4,0
30432,Female,24,No,No,1,Month-to-month,Electronic check,No,25.82,21.68,No,No,Yes,Yes,2,11.2,1
30433,Female,20,Yes,Yes,5,Month-to-month,Bank transfer,Fiber optic,107.01,519.78,Yes,No,Yes,Yes,3,17.6,1
30434,Female,34,No,No,20,Month-to-month,Electronic check,Fiber optic,102.47,2154.74,No,No,Yes,Yes,0,26.2,1
30435,Male,50,No,Yes,8,Month-to-month,Electronic check,Fiber optic,40.04,283.82,No,Yes,Yes,Yes,2,28.0,1
30436,Male,65,No,Yes,43,Month-to-month,Credit card,Fiber optic,100.55,4544.1,No,No,Yes,Yes,1,10.7,1
30437,Female,29,Yes,No,1,Month-to-month,Electronic check,Fiber optic,98.21,114.85,No,No,No,No,1,2.9,1
30438,Male,76,No,No,57,Month-to-month,Electronic check,DSL,82.49,5637.65,No,No,No,Yes,1,13.2,0
30439,Female,68,Yes,Yes,64,One year,Electronic check,Fiber optic,56.1,2918.92,No,No,No,No,5,12.4,0
30440,Female,39,No,No,28,One year,Electronic check,Fiber optic,45.69,1144.01,No,Yes,No,No,4,29.6,1
30441,Male,72,Yes,No,37,Month-to-month,Mailed check,Fiber optic,41.64,1423.78,No,No,No,No,2,13.5,1
30442,Female,39,Yes,Yes,47,Month-to-month,Electronic check,Fiber optic,50.5,2277.73,No,Yes,No,Yes,1,9.9,1
30443,Male,63,Yes,Yes,37,One year,Electronic check,Fiber optic,110.16,3655.7,No,No,No,No,1,11.6,1
30444,Male,47,Yes,No,49,Month-to-month,Electronic check,No,25.92,1119.44,Yes,No,No,Yes,0,12.5,0
30445,Male,55,Yes,No,44,Two year,Electronic check,Fiber optic,102.54,5332.1,Yes,No,No,No,2,24.8,1
30446,Female,55,Yes,No,56,One year,Electronic check,Fiber optic,53.59,3503.44,Yes,Yes,No,Yes,1,3.3,0
30447,Male,62,Yes,Yes,28,Two year,Mailed check,Fiber optic,71.2,1632.35,Yes,Yes,No,No,3,10.2,1
30448,Female,68,Yes,No,6,One year,Electronic check,DSL,99.04,555.93,Yes,Yes,No,Yes,4,29.0,1
30449,Female,71,Yes,No,61,Month-to-month,Electronic check,No,108.21,6350.37,No,Yes,No,Yes,2,5.4,1
30450,Female,25,Yes,No,20,One year,Credit card,Fiber optic,53.17,952.39,No,Yes,Yes,Yes,1,22.5,0
30451,Female,44,No,Yes,2,Month-to-month,Credit card,Fiber optic,65.11,136.93,Yes,No,No,No,2,11.3,1
30452,Female,44,No,No,37,Month-to-month,Electronic check,Fiber optic,60.28,2355.6,No,No,No,Yes,3,17.9,0
30453,Female,51,Yes,No,20,Month-to-month,Electronic check,DSL,19.35,441.26,No,No,No,No,3,3.9,0
30454,Female,38,No,No,26,Month-to-month,Mailed check,No,48.19,1373.66,No,No,Yes,No,1,9.9,0
30455,Female,47,No,No,29,Month-to-month,Bank transfer,Fiber optic,64.84,1912.38,No,No,Yes,Yes,2,15.5,1
30456,Male,50,Yes,No,1,Month-to-month,Credit card,Fiber optic,59.93,63.61,Yes,No,No,No,3,7.7,1
30457,Male,45,Yes,No,35,One year,Mailed check,DSL,91.64,2917.44,Yes,Yes,No,Yes,1,16.7,0
30458,Female,64,Yes,No,70,Two year,Bank transfer,Fiber optic,57.25,4156.67,Yes,Yes,Yes,No,2,7.4,0
30459,Female,50,No,No,59,Month-to-month,Credit card,DSL,67.92,3990.01,Yes,No,No,No,3,19.9,0
